epoch,value,layer_name
0,2444741.0,model.flatten
0,2444741.0,model.fc0
0,1427752.5,model.relu0
0,944421.875,model.fc1
0,546287.1875,model.relu1
0,367618.15625,model.fc2
0,215230.171875,model.relu2
0,144461.796875,model.fc3
0,83366.2265625,model.relu3
0,56180.9375,model.fc4
0,32284.26171875,model.relu4
0,21714.87109375,model.fc5
0,12608.498046875,model.relu5
0,8844.8017578125,model.fc6
0,5053.33447265625,model.relu6
0,3592.39453125,model.fc7
0,2074.745361328125,model.relu7
0,1469.0615234375,model.fc8
0,850.489990234375,model.relu8
0,581.9386596679688,model.fc9
0,332.1625671386719,model.relu9
0,235.91397094726562,model.fc10
0,2444741.0,model
0,2444741.0,
1,2519013.0,model.flatten
1,2519013.0,model.fc0
1,1256197.75,model.relu0
1,827882.3125,model.fc1
1,410532.25,model.relu1
1,277660.84375,model.fc2
1,139334.75,model.relu2
1,93738.7578125,model.fc3
1,46173.9765625,model.relu3
1,31265.33203125,model.fc4
1,15365.0595703125,model.relu4
1,10411.564453125,model.fc5
1,5182.48095703125,model.relu5
1,3706.915283203125,model.fc6
1,1818.2803955078125,model.relu6
1,1307.9703369140625,model.fc7
1,639.5836791992188,model.relu7
1,453.10931396484375,model.fc8
1,222.2692413330078,model.relu8
1,150.81558227539062,model.fc9
1,74.18949127197266,model.relu9
1,49.2296257019043,model.fc10
1,2519013.0,model
1,2519013.0,
2,2514106.0,model.flatten
2,2514106.0,model.fc0
2,1072142.25,model.relu0
2,710299.8125,model.fc1
2,302393.625,model.relu1
2,203456.78125,model.fc2
2,86791.4375,model.relu2
2,58697.13671875,model.fc3
2,24666.755859375,model.relu3
2,16852.560546875,model.fc4
2,7039.51025390625,model.relu4
2,4830.56005859375,model.fc5
2,2044.8924560546875,model.relu5
2,1471.1767578125,model.fc6
2,617.9530029296875,model.relu6
2,443.58087158203125,model.fc7
2,184.8794708251953,model.relu7
2,130.0436248779297,model.fc8
2,54.380889892578125,model.relu8
