epoch,value,layer_name,trace
0,226078.966796875,model.0,within
0,246.17789363861084,model.0,between
0,226325.1446905136,model.0,sum
0,226078.966796875,model.1,within
0,246.1778974533081,model.1,between
0,226325.1446943283,model.1,sum
0,12871.923156738281,model.2,within
0,13.754950165748596,model.2,between
0,12885.67810690403,model.2,sum
0,4544.2569580078125,model.3,within
0,4.042921483516693,model.3,between
0,4548.299879491329,model.3,sum
0,1546.7174606323242,model.4,within
0,1.4182126335799694,model.4,between
0,1548.1356732659042,model.4,sum
0,604.3217620849609,model.5,within
0,0.5031888335943222,model.5,between
0,604.8249509185553,model.5,sum
0,203.0617332458496,model.6,within
0,0.1650727391242981,model.6,between
0,203.2268059849739,model.6,sum
0,83.11046171188354,model.7,within
0,0.06327431625686586,model.7,between
0,83.17373602814041,model.7,sum
0,27.482408046722412,model.8,within
0,0.020885181380435824,model.8,between
0,27.503293228102848,model.8,sum
0,12.18124109506607,model.9,within
0,0.008736795047298074,model.9,between
0,12.189977890113369,model.9,sum
0,4.0342830419540405,model.10,within
0,0.0029382073116721585,model.10,between
0,4.037221249265713,model.10,sum
0,1.9287464171648026,model.11,within
0,0.0014113719953456894,model.11,between
0,1.9301577891601482,model.11,sum
0,226078.966796875,model,within
0,246.17789363861084,model,between
0,226325.1446905136,model,sum
0,226078.966796875,,within
0,246.17789363861084,,between
0,226325.1446905136,,sum
1,225516.8955078125,model.0,within
1,243.43276262283325,model.0,between
1,225760.32827043533,model.0,sum
1,225516.8955078125,model.1,within
1,243.43276262283325,model.1,between
1,225760.32827043533,model.1,sum
1,20099.337768554688,model.2,within
1,37.425480008125305,model.2,between
1,20136.763248562813,model.2,sum
1,7450.478912353516,model.3,within
1,13.969889730215073,model.3,between
1,7464.448802083731,model.3,sum
1,2626.991989135742,model.4,within
1,6.874713242053986,model.4,between
1,2633.866702377796,model.4,sum
1,1404.1130142211914,model.5,within
1,3.9231500029563904,model.5,between
1,1408.0361642241478,model.5,sum
1,538.463306427002,model.6,within
1,1.978752113878727,model.6,between
1,540.4420585408807,model.6,sum
1,344.47596168518066,model.7,within
1,1.3441997058689594,model.7,between
1,345.8201613910496,model.7,sum
1,138.5722188949585,model.8,within
1,0.6511830911040306,model.8,between
1,139.22340198606253,model.8,sum
1,93.60782527923584,model.9,within
1,0.46479288022965193,model.9,between
1,94.07261815946549,model.9,sum
1,39.847275495529175,model.10,within
1,0.23285903502255678,model.10,between
1,40.08013453055173,model.10,sum
1,27.268230199813843,model.11,within
1,0.15983905270695686,model.11,between
1,27.4280692525208,model.11,sum
1,225516.8955078125,model,within
1,243.43276262283325,model,between
1,225760.32827043533,model,sum
1,225516.8955078125,,within
1,243.43276262283325,,between
1,225760.32827043533,,sum
2,227952.08984375,model.0,within
2,241.00359964370728,model.0,between
2,228193.0934433937,model.0,sum
2,227952.08984375,model.1,within
2,241.00359392166138,model.1,between
2,228193.09343767166,model.1,sum
2,21117.848999023438,model.2,within
2,39.19656050205231,model.2,between
2,21157.04555952549,model.2,sum
2,7749.263366699219,model.3,within
2,14.733577072620392,model.3,between
2,7763.996943771839,model.3,sum
2,2241.7557067871094,model.4,within
2,6.838376730680466,model.4,between
2,2248.59408351779,model.4,sum
2,1297.1540756225586,model.5,within
2,4.189474374055862,model.5,between
2,1301.3435499966145,model.5,sum
2,458.6893310546875,model.6,within
2,2.2055522203445435,model.6,between
2,460.89488327503204,model.6,sum
2,323.2381362915039,model.7,within
2,1.596301831305027,model.7,between
2,324.83443812280893,model.7,sum
2,132.35407066345215,model.8,within
2,0.8417511992156506,model.8,between
2,133.1958218626678,model.8,sum
